"Gene_ID"	"A._thaliana_best_hit"	"Symbol"	"Description"	"TF"	"Leaf_development"	"logFC.phyB.vs.wt.sen"	"logFC.phyB.vs.wt.rec"	"F"	"PValue"	"fdr.gen"
"BraA10001737"	"AT5G20680"	"TBL16"	"TRICHOME BIREFRINGENCE-LIKE 16"	"-"	"-"	-0.543446612288146	0.295203028372098	1.32670331425928	0.281888096080795	0.815764101476115
"BraA09003383"	"AT4G10270"	"AT4G10270"	"Wound-responsive family protein"	"-"	"-"	-0.0183340050190172	-0.743812964905762	1.32667773033868	0.281894670347227	0.815764101476115
"BraA06001014"	"AT1G49660"	"CXE5"	"carboxyesterase 5"	"-"	"-"	-1.59296947892818	1.22457923832308	1.32695515284449	0.281967676022243	0.815808061618739
"BraA01000027"	"AT4G39030"	"EDS5"	"MATE efflux family protein"	"-"	"-"	-1.61242254172114	0.0293264087636029	1.3266390429269	0.282048874815478	0.815808061618739
"BraA03002137"	"AT2G38640"	"AT2G38640"	"LURP-one-like protein (DUF567)"	"-"	"-"	-1.03526097381421	0.536717455064936	1.32661645737834	0.282054677300485	0.815808061618739
"BraA07002438"	"AT1G16000"	"AT1G16000"	"GAG1At protein"	"-"	"-"	-0.556039434499497	-0.0167181422330087	1.32603951693298	0.282058724465509	0.815808061618739
"BraA07003522"	"AT1G72180"	"AT1G72180"	"Leucine-rich receptor-like protein kinase family protein"	"-"	"-"	-0.48868225537951	0.453338437205163	1.32551016002743	0.282194874520323	0.815919668314998
"BraA06003563"	"AT5G23890"	"AT5G23890"	"GPI-anchored adhesin-like protein"	"-"	"-"	0.20235392449845	0.154699739266323	1.32542824774431	0.282215948575775	0.815919668314998
"BraA01000474"	"AT4G33666"	"AT4G33666"	"hypothetical protein"	"-"	"-"	-0.77683124918775	0.756027385265261	1.32579525741971	0.282265740016449	0.815919668314998
"BraA04001883"	"AT4G32440"	"AT4G32440"	"Plant Tudor-like RNA-binding protein"	"-"	"-"	-0.0439975037460147	-0.389259158017523	1.32500488537713	0.282324896430083	0.815919668314998
"BraA08001559"	"AT4G20960"	"PyrD"	"Cytidine/deoxycytidylate deaminase family protein"	"-"	"-"	-0.354049232649019	0.806918711916491	1.32550759141385	0.282339715301957	0.815919668314998
"BraA02002655"	"AT1G77800"	"AT1G77800"	"PHD finger family protein"	"-"	"-"	0.259556661205601	-0.140909758457279	1.32485598449149	0.282363225235295	0.815919668314998
"BraA04000246"	"AT3G59490"	"AT3G59490"	"hypothetical protein"	"-"	"-"	-0.469439926017409	0.270447905257057	1.32475564042298	0.282389058105227	0.815919668314998
"BraA09000779"	"AT5G62280"	"AT5G62280"	"DUF1442 family protein (DUF1442)"	"-"	"-"	0.704594183104774	0.609769278538522	1.32510039089407	0.282444465299218	0.815919668314998
"BraA02003628"	"AT1G19790"	"SRS7"	"SHI-related sequence 7"	"YES"	"-"	0.289168633297575	-0.515358833646684	1.32423553914246	0.282522995143764	0.815919668314998
"BraA08001562"	"AT4G21710"	"NRPB2"	"DNA-directed RNA polymerase family protein"	"-"	"-"	0.41397054305539	-0.180393543813377	1.32412488939567	0.282551498578298	0.815919668314998
"BraA09004045"	"AT3G24255"	"AT3G24255"	"RNA-directed DNA polymerase (reverse transcriptase)-related family protein"	"-"	"-"	0.496002509861598	-0.495295502632736	1.32403556804476	0.282574510057526	0.815919668314998
"BraA01000534"	"AT4G33040"	"AT4G33040"	"Thioredoxin superfamily protein"	"-"	"-"	-2.07081457581931	1.86272969813436	1.32450640930246	0.282597338493825	0.815919668314998
"BraA02004271"	"AT5G61260"	"AT5G61260"	"Plant calmodulin-binding protein-like protein"	"-"	"-"	0.527752206300594	-0.0887391644486476	1.32384195901838	0.282624395630693	0.815919668314998
"BraA08002636"	"AT3G45640"	"MPK3"	"mitogen-activated protein kinase 3"	"-"	"-"	0.837569561824059	-0.342051005794427	1.32429792136071	0.282651018152379	0.815919668314998
"BraA05001409"	"AT2G32060"	"AT2G32060"	"Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein"	"-"	"-"	-1.03750172377092	0.8567781959877	1.32415878501818	0.282686847856832	0.815919668314998
"BraA02003423"	"AT1G32580"	"AT1G32580"	"plastid developmental protein DAG"	"-"	"-"	-0.770400646524542	0.716105523747766	1.32305477727894	0.282827319328726	0.815919668314998
"BraA09003904"	"AT1G28190"	"AT1G28190"	"hypothetical protein"	"-"	"-"	-2.20980765021608	1.35811309553092	1.32346256277198	0.282866208847366	0.815919668314998
"BraA09006505"	"AT1G10720"	"AT1G10720"	"BSD domain-containing protein"	"-"	"-"	0.239843010918636	-0.413626632998387	1.3228903477668	0.282869726538867	0.815919668314998
"BraA03000534"	"AT5G41790"	"CIP1"	"COP1-interactive protein 1"	"-"	"-"	1.02061146462066	-0.448946433184826	1.3227888185248	0.282895914855716	0.815919668314998
"BraA03002599"	"AT2G47830"	"AT2G47830"	"Cation efflux family protein"	"-"	"-"	-0.153239030954852	-0.273595056344124	1.32242728558913	0.282989189306889	0.815919668314998
"BraA09005834"	"AT2G22120"	"AT2G22120"	"RING/FYVE/PHD zinc finger superfamily protein"	"-"	"-"	0.405805786700461	-0.196813942691412	1.32240759387554	0.28299427065964	0.815919668314998
"BraA06000225"	"AT5G45490"	"AT5G45490"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	"-"	"-"	0.383674264985725	-0.39393524638525	1.32235898073584	0.283006815467646	0.815919668314998
"BraA07003308"	"AT1G69640"	"SBH1"	"sphingoid base hydroxylase 1"	"-"	"-"	0.384945404763922	0.0110289499990663	1.3223585901308	0.283006916267199	0.815919668314998
"BraA07002582"	"AT1G76440"	"AT1G76440"	"HSP20-like chaperones superfamily protein"	"-"	"-"	-0.663611296621925	-0.134085163495419	1.32228941441046	0.283024768363958	0.815919668314998
"BraA01001799"	"AT4G26300"	"emb1027"	"Arginyl-tRNA synthetase, class Ic"	"-"	"YES"	-0.371339311313888	0.547535283638285	1.32238204738271	0.283027834399309	0.815919668314998
"BraA01000450"	"AT4G33980"	"AT4G33980"	"hypothetical protein"	"-"	"-"	-0.689881581294676	-1.03675052636664	1.32200508056427	0.283141648353359	0.815959739282219
"BraA08003428"	"AT1G14670"	"AT1G14670"	"Endomembrane protein 70 protein family"	"-"	"-"	-0.0443142858585099	0.255978848016678	1.3218178230957	0.283146503584838	0.815959739282219
"BraA05000695"	"AT2G45790"	"PMM"	"phosphomannomutase"	"-"	"-"	-0.462053323702593	0.728355252383829	1.32210925635435	0.283205064501008	0.815959739282219
"BraA09003607"	"AT1G31330"	"PSAF"	"photosystem I subunit F"	"-"	"YES"	0.581303212153256	-0.49107098506693	1.32152253801976	0.283222756227115	0.815959739282219
"BraA06000575"	"AT2G16730"	"AT2G16730"	"glycosyl hydrolase family 35 protein"	"-"	"-"	-0.194921509060049	-0.34257128021493	1.32150282335338	0.283227848008686	0.815959739282219
"BraA10002238"	"AT5G14320"	"EMB3137"	"Ribosomal protein S13/S18 family"	"-"	"-"	0.454223725593103	-0.527494772257898	1.32114076879621	0.283357157989811	0.81622500135278
"BraA05001456"	"AT2G31380"	"STH"	"salt tolerance homologue"	"YES"	"-"	-1.28726229248197	1.64400919983417	1.32086890268718	0.28353546466301	0.816408674823534
"BraA06002036"	"AT1G18610"	"AT1G18610"	"Galactose oxidase/kelch repeat superfamily protein"	"-"	"-"	-0.261718006633664	-0.243017212539208	1.32003949149749	0.283606062656302	0.816408674823534
"BraA03000766"	"AT5G15920"	"SMC5"	"structural maintenance of chromosomes 5"	"-"	"YES"	0.174682775554674	0.194141627450612	1.32002037869765	0.283611006159527	0.816408674823534
"BraA09001690"	"AT5G49760"	"AT5G49760"	"Leucine-rich repeat protein kinase family protein"	"-"	"-"	0.398624710656768	-0.491849475724422	1.31970724604771	0.283692010720486	0.816408674823534
"BraA10000808"	"AT5G52210"	"GB1"	"GTP-binding protein 1"	"-"	"-"	-0.403449996061493	0.315077527904167	1.31963280048178	0.283711272762264	0.816408674823534
"BraA03002075"	"AT2G37750"	"AT2G37750"	"hypothetical protein"	"-"	"-"	0.944132946891938	-1.0090170681777	1.31949357452198	0.283747299846498	0.816408674823534
"BraA10001838"	"AT5G19350"	"AT5G19350"	"RNA-binding (RRM/RBD/RNP motifs) family protein"	"-"	"-"	0.507934426440227	-0.0463541565779313	1.31944594201328	0.28375962669507	0.816408674823534
"BraA10001775"	"AT5G20240"	"PI"	"K-box region and MADS-box transcription factor family protein"	"YES"	"-"	1.3871616200407	-0.785997354805538	1.31969476907169	0.283838991446676	0.816408674823534
"BraA03002455"	"AT2G44440"	"EML4"	"Emsy N Terminus (ENT) domain-containing protein"	"-"	"-"	0.372039135974758	-0.153189366747589	1.31898352616182	0.283879325473969	0.816408674823534
"BraA10002898"	"AT5G64260"	"EXL2"	"EXORDIUM like 2"	"-"	"YES"	1.04143855669214	-0.946815422199355	1.31939636282952	0.283916188417547	0.816408674823534
"BraA08000333"	"AT1G49710"	"FUT12"	"fucosyltransferase 12"	"-"	"-"	0.342185955726018	-0.299983262714378	1.31872559995341	0.283946114570855	0.816408674823534
"BraA03003762"	"AT2G37270"	"RPS5B"	"ribosomal protein 5B"	"-"	"-"	-0.149101285533431	0.73178009690601	1.31920042054533	0.283966890472641	0.816408674823534
"BraA02000665"	"AT5G15700"	"AT5G15700"	"DNA/RNA polymerases superfamily protein"	"-"	"YES"	-0.40749619094675	0.798224527176645	1.31914297963633	0.283976171296793	0.816408674823534
"BraA07003783"	"AT1G75560"	"AT1G75560"	"zinc knuckle (CCHC-type) family protein"	"-"	"-"	0.511318545284163	-0.256647897479457	1.31855097737246	0.283991342054977	0.816408674823534
"BraA03001029"	"AT5G20570"	"RBX1"	"RING-box 1"	"-"	"YES"	-0.502564722047401	0.0263811609487951	1.31842766870617	0.28402328382275	0.816408674823534
"BraA04002844"	"AT2G39700"	"EXPA4"	"expansin A4"	"-"	"YES"	-0.949478902450658	0.0168046572809448	1.3186771916011	0.284046463146458	0.816408674823534
"BraA05004542"	"AT3G03860"	"APRL5"	"APR-like 5"	"-"	"-"	0.0353877439965212	0.674367972938556	1.31808263026185	0.284112682764466	0.816408674823534
"BraA09005927"	"AT2G20670"	"AT2G20670"	"sugar phosphate exchanger, putative (DUF506)"	"-"	"-"	-0.878434048066629	2.98176916235322	1.3184932661243	0.284149954732678	0.816408674823534
"BraA10001931"	"AT5G18280"	"APY2"	"apyrase 2"	"-"	"-"	-0.0527439328260193	0.489291862031642	1.31770175117222	0.284211403028766	0.816408674823534
"BraA05004316"	"AT3G06730"	"TRX z"	"Thioredoxin z"	"-"	"-"	-1.20352264179333	1.23303762195937	1.31784394406766	0.284318159269688	0.816408674823534
"BraA07002886"	"AT1G69310"	"WRKY57"	"WRKY DNA-binding protein 57"	"YES"	"YES"	-1.02435433160814	-0.358496293661034	1.31764366076433	0.284349359978564	0.816408674823534
"BraA02002731"	"AT1G79230"	"MST1"	"mercaptopyruvate sulfurtransferase 1"	"-"	"-"	0.204594664511235	-0.533423804447119	1.31699343644522	0.284395089412132	0.816408674823534
"BraA01000704"	"AT4G31390"	"ACDO1"	"Protein kinase superfamily protein"	"-"	"YES"	0.346955747984316	-0.0787919649178507	1.31688398118343	0.284423485672382	0.816408674823534
"BraA06004719"	"AT5G46020"	"AT5G46020"	"28 kDa heat/acid-stable phosphoprotein-like protein"	"-"	"-"	0.112957242492425	0.132950698153288	1.31679784158692	0.284445835229017	0.816408674823534
"BraA03004068"	"AT3G17700"	"CNBT1"	"cyclic nucleotide-binding transporter 1"	"-"	"-"	0.842438130785552	-0.895992225735925	1.31724214680798	0.284474148144998	0.816408674823534
"BraA01000726"	"AT4G31130"	"AT4G31130"	"keratin-associated protein (DUF1218)"	"-"	"-"	0.547508642741348	-0.281318811072555	1.31642785573396	0.284541852233812	0.816408674823534
"BraA07001124"	"AT1G28310"	"AT1G28310"	"Dof-type zinc finger DNA-binding family protein"	"YES"	"-"	-0.0854508422164292	0.502430121653364	1.31639198010218	0.284551164360219	0.816408674823534
"BraA05000350"	"AT2G41960"	"AT2G41960"	"hypothetical protein"	"-"	"-"	0.203916572649039	0.0222431178359889	1.3163839323152	0.284553253344219	0.816408674823534
"BraA09000354"	"AT3G28180"	"CSLC04"	"Cellulose-synthase-like C4"	"-"	"-"	-0.846365418159696	0.555113653651036	1.31655863042722	0.28465143049496	0.816408674823534
"BraA10001182"	"AT5G56340"	"ATCRT1"	"RING/U-box superfamily protein"	"-"	"-"	0.174903887776346	0.191918752102767	1.31586905371427	0.284686935871023	0.816408674823534
"BraA01003922"	"AT3G16060"	"AT3G16060"	"ATP binding microtubule motor family protein"	"-"	"-"	0.381516017645565	-0.384960438833233	1.31564658362242	0.284744718616538	0.816408674823534
"BraA07000431"	"AT4G35020"	"RAC3"	"RAC-like 3"	"-"	"-"	-0.360184108463866	-0.0109815534660597	1.31551795630158	0.284778133072707	0.816408674823534
"BraA03000863"	"AT5G17790"	"VAR3"	"zinc finger (Ran-binding) family protein"	"-"	"-"	0.0113205765666947	0.376323612921487	1.31536448622068	0.284818006619035	0.816408674823534
"BraA04000033"	"AT3G63130"	"RANGAP1"	"RAN GTPase activating protein 1"	"-"	"-"	-0.541086557890708	0.609484831228925	1.31534097336663	0.284824116097127	0.816408674823534
"BraA09003019"	"AT4G12390"	"PME1"	"pectin methylesterase inhibitor 1"	"-"	"-"	0.469068089622315	-0.632052414741653	1.31522327393297	0.284854700721861	0.816408674823534
"BraA03000046"	"AT5G01090"	"AT5G01090"	"Concanavalin A-like lectin family protein"	"-"	"-"	-0.563883467919028	0.583416493988178	1.31550023464251	0.284916079867776	0.816408674823534
"BraA09002240"	"AT5G45380"	"DUR3"	"urea-proton symporter DEGRADATION OF UREA 3 (DUR3)"	"-"	"-"	0.498368752024321	-0.206606988335585	1.3149661976071	0.284921515193619	0.816408674823534
"BraA07003620"	"AT1G73540"	"NUDT21"	"nudix hydrolase homolog 21"	"-"	"-"	-0.591803233826026	-1.43611729846575	1.31538486158795	0.284956145534221	0.816408674823534
"BraA01000604"	"AT1G17040"	"SHA"	"SH2 domain protein A"	"YES"	"-"	0.545107248522775	-1.15301966120246	1.31463600526764	0.285007357285832	0.816408674823534
"BraA02000080"	"AT5G02890"	"AT5G02890"	"HXXXD-type acyl-transferase family protein"	"-"	"-"	-2.27549501186089	2.11332934652835	1.31517472365577	0.285010735129849	0.816408674823534
"BraA01002271"	"AT4G15770"	"AT4G15770"	"RNA binding protein"	"-"	"-"	-0.769648198711246	0.696232071805214	1.31478457408595	0.285091318083259	0.816408674823534
"BraA09005794"	"AT2G22570"	"NIC1"	"nicotinamidase 1"	"-"	"-"	-1.02308554527853	0.938540423173142	1.3141540868077	0.285132694348568	0.816408674823534
"BraA06001401"	"AT1G10522"	"PRIN2"	"Serine/Threonine-kinase"	"-"	"-"	-1.06901329453244	1.38511928258847	1.31466967616764	0.285141982210593	0.816408674823534
"BraA01000048"	"AT4G39520"	"AT4G39520"	"GTP-binding protein-like protein"	"-"	"-"	0.282301983237252	0.0324096155024988	1.31395785114839	0.285183748145754	0.816408674823534
"BraA10002349"	"AT5G12480"	"CPK7"	"calmodulin-domain protein kinase 7"	"-"	"-"	-0.178889648028244	0.419238963458215	1.31354123676074	0.285292169462921	0.816408674823534
"BraA04001910"	"AT2G25870"	"AT2G25870"	"haloacid dehalogenase-like hydrolase family protein"	"-"	"-"	0.252030398815509	-0.191225950228382	1.3134925618315	0.285304839697727	0.816408674823534
"BraA04001617"	"AT2G20610"	"SUR1"	"Tyrosine transaminase family protein"	"-"	"-"	-0.977389903511407	0.721295644120472	1.31389487925496	0.28534345544583	0.816408674823534
"BraA04000710"	"AT2G36680"	"AT2G36680"	"Modifier of rudimentary (Mod(r)) protein"	"-"	"-"	-0.532721720214698	-0.269075709967679	1.31321940740629	0.285375953843855	0.816408674823534
"BraA06004254"	"AT3G27280"	"PHB4"	"prohibitin 4"	"-"	"YES"	-0.39801008511704	0.247163295053875	1.31310962232826	0.285404541101095	0.816408674823534
"BraA06004805"	"AT5G44635"	"MCM6"	"minichromosome maintenance (MCM2/3/5) family protein"	"-"	"-"	-1.78410356173292	1.42546423853866	1.31363891129975	0.285410049302844	0.816408674823534
"BraSca000320"	"AT5G50100"	"AT5G50100"	"Putative thiol-disulfide oxidoreductase DCC"	"-"	"-"	-0.407959907197664	0.434852775943931	1.31301113673223	0.285430188668104	0.816408674823534
"BraA01004820"	"AT3G02065"	"AT3G02065"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	"-"	"-"	-0.116561705890336	0.402787785054923	1.31297784286937	0.285438859597696	0.816408674823534
"BraA01003620"	"AT3G19380"	"PUB25"	"plant U-box 25"	"-"	"-"	-0.430847738839184	0.715638873362774	1.3135146626448	0.285442380447943	0.816408674823534
"BraA03003663"	"AT3G08850"	"RAPTOR1"	"Regulatory-associated protein of TOR 1"	"-"	"-"	0.302788919834341	-0.243335160304078	1.31292090820096	0.285453688105599	0.816408674823534
"BraA02003582"	"AT3G25610"	"AT3G25610"	"ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein"	"-"	"-"	-1.10760288942756	1.18810085491642	1.31329149831698	0.285500460636255	0.816408674823534
"BraA01002135"	"AT4G17020"	"AT4G17020"	"transcription factor-like protein"	"-"	"-"	-0.630379766928698	0.160921774178213	1.31241559623996	0.285585331715603	0.816408674823534
"BraA03001384"	"AT5G55700"	"BAM4"	"beta-amylase 4"	"-"	"-"	0.394787050139034	-0.396053233718363	1.3122118472757	0.285638430719225	0.816408674823534
"BraA06004545"	"AT2G01540"	"AT2G01540"	"Calcium-dependent lipid-binding (CaLB domain) family protein"	"-"	"-"	0.35204940459555	-0.472262185557374	1.31203124804985	0.285685505528406	0.816408674823534
"BraA09006237"	"AT1G15000"	"scpl50"	"serine carboxypeptidase-like 50"	"-"	"-"	-0.582088971708422	0.371084361990129	1.31201313131956	0.285690228276208	0.816408674823534
"BraA09006106"	"AT1G17580"	"MYA1"	"myosin 1"	"-"	"YES"	-0.308618370372716	0.337841274436917	1.31183555906985	0.285736523015439	0.816408674823534
"BraA02002513"	"AT1G75950"	"SKP1"	"S phase kinase-associated protein 1"	"-"	"YES"	0.159713191836454	-0.3987876725235	1.31173700859524	0.285762219515604	0.816408674823534
"BraA06000298"	"AT5G44370"	"PHT4;6"	"phosphate transporter 4;6"	"-"	"YES"	0.5018794534761	0.0971851933130317	1.3116172381014	0.285793452358673	0.816408674823534
"BraA04001954"	"AT2G26870"	"NPC2"	"non-specific phospholipase C2"	"-"	"-"	0.838695167853957	-0.491549976239865	1.31158322196349	0.285802323497635	0.816408674823534
"BraA09004617"	"AT3G52090"	"NRPB11"	"DNA-directed RNA polymerase, RBP11-like protein"	"-"	"-"	0.372403517662806	-0.35377153044216	1.31112250477132	0.285922503995583	0.816408674823534
"BraA10001924"	"AT5G18380"	"AT5G18380"	"Ribosomal protein S5 domain 2-like superfamily protein"	"-"	"-"	-0.662590952187455	0.806202580243113	1.31166149994062	0.285925064949181	0.816408674823534
"BraA08001514"	"AT5G53480"	"AT5G53480"	"ARM repeat superfamily protein"	"-"	"-"	0.326110616508305	-0.137622671690066	1.31110300457027	0.285927591921491	0.816408674823534
"BraA10000963"	"AT5G54060"	"UF3GT"	"UDP-glucose:flavonoid 3-o-glucosyltransferase"	"-"	"-"	1.88875533265847	-1.02597036410933	1.31158126716696	0.285936259138208	0.816408674823534
"BraA09005997"	"AT5G03470"	"ATB' ALPHA"	"Protein phosphatase 2A regulatory B subunit family protein"	"-"	"-"	-0.0137625167981798	0.611592796145047	1.31095611878835	0.285965919980779	0.816408674823534
"BraA10002230"	"AT5G14390"	"AT5G14390"	"alpha/beta-Hydrolases superfamily protein"	"-"	"-"	-0.334170403748371	0.457947682832451	1.31086115095872	0.285990703616163	0.816408674823534
"BraSca001141"	"AT1G15000"	"scpl50"	"serine carboxypeptidase-like 50"	"-"	"-"	-0.568797735754203	0.390150619830694	1.31063069690546	0.286050854505006	0.816451952591699
"BraA09003957"	"AT1G27470"	"AT1G27470"	"transducin family protein / WD-40 repeat family protein"	"-"	"-"	-0.252749095291208	0.947592564107241	1.31106601398013	0.286080354356865	0.816451952591699
"BraA09006372"	"AT1G13260"	"RAV1"	"related to ABI3/VP1 1"	"YES"	"YES"	0.8014752124832	-0.446401458376316	1.31076670174704	0.286158442483797	0.816568500089469
"BraA03000310"	"AT5G07440"	"GDH2"	"glutamate dehydrogenase 2"	"-"	"YES"	-1.20803309889077	0.149849461994842	1.31027762464921	0.286286087977241	0.81682641345166
"BraA07000947"	"AT3G23170"	"AT3G23170"	"hypothetical protein"	"-"	"-"	-1.29173694127826	1.60005002455123	1.30996393309165	0.286367991327801	0.816953765993847
"BraA06002803"	"AT3G47550"	"AT3G47550"	"RING/FYVE/PHD zinc finger superfamily protein"	"-"	"-"	0.098363559227153	-0.476042395379288	1.30914469239709	0.286439043190744	0.816962667790719
"BraA06003873"	"AT3G04920"	"AT3G04920"	"Ribosomal protein S24e family protein"	"-"	"-"	-0.617101205642446	0.85919109928936	1.30966659277167	0.286445648676587	0.816962667790719
"BraA06004770"	"AT5G45290"	"AT5G45290"	"RING/U-box superfamily protein"	"-"	"-"	-0.31565201544134	0.369852606432746	1.30894482401703	0.286491297886397	0.816986567057071
"BraA01001781"	"AT1G64280"	"NPR1"	"regulatory protein (NPR1)"	"-"	"YES"	0.383819971184679	-0.596303953570277	1.30883420387148	0.28654955722963	0.817046415716794
"BraA08000241"	"AT1G51980"	"AT1G51980"	"Insulinase (Peptidase family M16) protein"	"-"	"-"	-0.156966183391631	0.354663201056244	1.30799016233168	0.286741031083733	0.817486037506375
"BraA05000909"	"AT2G38040"	"CAC3"	"acetyl Co-enzyme a carboxylase carboxyltransferase alpha subunit"	"-"	"YES"	0.277926460563903	0.030253756299796	1.3072131471236	0.286944465580164	0.81750779755917
"BraA06002851"	"AT3G48480"	"AT3G48480"	"Cysteine proteinases superfamily protein"	"-"	"-"	0.34542625043167	-0.516207010463165	1.3070418092801	0.286989345293434	0.81750779755917
"BraA05001073"	"AT2G35610"	"XEG113"	"xyloglucanase 113"	"-"	"-"	-0.232357348273458	-0.106124674252101	1.30681126225099	0.287049745967877	0.81750779755917
"BraA09000255"	"AT4G03150"	"AT4G03150"	"plant/protein"	"-"	"-"	0.412622766915616	-0.39087773457581	1.30679863834088	0.287053053681281	0.81750779755917
"BraA03005705"	"AT4G27080"	"PDIL5-4"	"PDI-like 5-4"	"-"	"-"	-0.438262260157454	0.187759572666814	1.30677112104569	0.287060263897031	0.81750779755917
"BraA02000059"	"AT3G09390"	"MT2A"	"metallothionein 2A"	"-"	"-"	0.152772340749872	-0.43675215398185	1.30665549166611	0.287090563794642	0.81750779755917
"BraA09004619"	"AT3G52105"	"AT3G52105"	"DIS3-exonuclease-like protein"	"-"	"-"	0.36823565598531	-0.67270760501358	1.306540018455	0.287120826194468	0.81750779755917
"BraA07000489"	"AT2G15910"	"AT2G15910"	"CSL zinc finger domain-containing protein"	"-"	"-"	0.499552743276421	-0.60962004437376	1.30630444790278	0.287182573468817	0.81750779755917
"BraA09005610"	"AT4G32400"	"SHS1"	"Mitochondrial substrate carrier family protein"	"-"	"YES"	0.351929394267029	0.0845301208726586	1.3060148081123	0.28725851279404	0.81750779755917
"BraA01001838"	"AT4G26640"	"WRKY20"	"WRKY family transcription factor family protein"	"YES"	"-"	-0.346421451406104	0.351553316557609	1.3059494532637	0.287275650860876	0.81750779755917
"BraA01003513"	"AT3G20800"	"AT3G20800"	"Cell differentiation, Rcd1-like protein"	"-"	"-"	0.601417043222323	-0.223345221658	1.3059402907054	0.287278053655331	0.81750779755917
"BraA06001361"	"AT5G39000"	"AT5G39000"	"Malectin/receptor-like protein kinase family protein"	"-"	"-"	0.160110551217648	-0.807661180941484	1.30601669420549	0.28733712880912	0.81750779755917
"BraA02002379"	"AT1G73530"	"AT1G73530"	"RNA-binding (RRM/RBD/RNP motifs) family protein"	"-"	"-"	0.271193473955529	1.66549237383984	1.30617431423536	0.287359432913903	0.81750779755917
"BraA02002551"	"AT1G76580"	"AT1G76580"	"Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein"	"YES"	"-"	0.207871730639325	-0.353685674834506	1.30551033964273	0.287390828517867	0.81750779755917
"BraA03003781"	"AT3G12320"	"AT3G12320"	"hypothetical protein"	"-"	"-"	0.208132445885758	1.05996173063169	1.305928447403	0.287423883885934	0.81750779755917
"BraA09006208"	"AT1G15400"	"AT1G15400"	"hypothetical protein"	"-"	"-"	0.558587253839737	-0.342181423296482	1.30519785228717	0.287472822817014	0.81750779755917
"BraA04000942"	"AT3G24880"	"AT3G24880"	"Helicase/SANT-associated, DNA binding protein"	"-"	"-"	0.0416939265208666	0.291082253506008	1.30489043817605	0.287553510431573	0.81750779755917
"BraA03001016"	"AT5G59240"	"AT5G59240"	"Ribosomal protein S8e family protein"	"-"	"-"	-0.453977940638311	0.740486283719877	1.30541085037035	0.287559616333285	0.81750779755917
"BraA01000770"	"AT4G30780"	"AT4G30780"	"ATP-dependent DNA helicase"	"-"	"-"	0.789397041970245	-0.3654100822135	1.30446326790949	0.287665671041484	0.81750779755917
"BraA07001596"	"AT1G19980"	"AT1G19980"	"cytomatrix protein-like protein"	"-"	"-"	-0.0892488902349897	-0.40300711255689	1.30430059097397	0.287708396900859	0.81750779755917
"BraA08000934"	"AT5G37340"	"AT5G37340"	"ZPR1 zinc-finger domain protein"	"-"	"-"	-0.820323341445023	0.412439438296065	1.30411146169857	0.287758078827043	0.81750779755917
"BraA06003422"	"AT2G18290"	"APC10"	"anaphase promoting complex 10"	"-"	"YES"	-0.0896568043230266	0.697155897425125	1.30443886779664	0.287776113775431	0.81750779755917
"BraA09001624"	"AT1G63100"	"AT1G63100"	"GRAS family transcription factor"	"YES"	"-"	-2.17068156375388	1.13023420588047	1.30393765011656	0.287803745102383	0.81750779755917
"BraA10002964"	"AT5G04560"	"DME"	"HhH-GPD base excision DNA repair family protein"	"-"	"-"	0.397115022744748	-0.0661042133618603	1.30382620522407	0.287833029597012	0.81750779755917
"BraA09002694"	"AT4G11410"	"AT4G11410"	"NAD(P)-binding Rossmann-fold superfamily protein"	"-"	"-"	-0.0586799152290764	-0.365808023093908	1.30378050656651	0.287845038806971	0.81750779755917
"BraA02003440"	"AT5G37500"	"GORK"	"gated outwardly-rectifying K  channel"	"-"	"-"	0.204578205664801	0.182184729104852	1.3036552294247	0.287877963308315	0.81750779755917
"BraA03004677"	"AT5G61010"	"EXO70E2"	"exocyst subunit exo70 family protein E2"	"-"	"YES"	0.549944035813853	0.11051347111014	1.30344178420936	0.287934068862466	0.81750779755917
"BraA03001758"	"AT2G31410"	"AT2G31410"	"coiled-coil protein"	"-"	"-"	-0.626274784043928	0.719833060386365	1.30395380187332	0.287942076251407	0.81750779755917
"BraA02003510"	"AT2G02870"	"AT2G02870"	"Galactose oxidase/kelch repeat superfamily protein"	"-"	"-"	-0.572143615138451	0.0711007644397536	1.30321788378282	0.287992935251775	0.81750779755917
"BraA02001197"	"AT5G59380"	"MBD6"	"methyl-CPG-binding domain 6"	"-"	"-"	-0.397253160403398	0.0195025666883024	1.30304132435008	0.288039364173818	0.81750779755917
"BraA03004270"	"AT3G52590"	"UBQ1"	"ubiquitin extension protein 1"	"-"	"-"	-0.374790584552949	0.749919668166225	1.30351403782535	0.288057616969534	0.81750779755917
"BraA09003701"	"AT1G30500"	"NF-YA7"	"nuclear factor Y, subunit A7"	"YES"	"-"	-0.704977864849194	-0.0824249394600574	1.30337654790647	0.288091562664537	0.81750779755917
"BraA02000849"	"AT5G18520"	"Cand7"	"Lung seven transmembrane receptor family protein"	"-"	"-"	-0.335324716042792	0.312776767725714	1.30269692529424	0.288129952131058	0.81750779755917
